0.0, 0.0
0.01, 0.0
0.02, 0.0
0.031, 0.0
0.041, 0.0
0.051, 0.0
0.062, 0.0
0.072, 0.0
0.082, 0.0
0.093, 0.0
0.103, 0.0
0.113, 0.0
0.124, 0.0
0.134, 0.0
0.145, 0.0
0.156, 0.0
0.167, 0.0
0.178, 0.0
0.189, 0.0
0.199, 0.0
0.21, 0.0
0.22, 0.0
0.231, 0.0
0.241, 0.0
0.251, 0.0
0.262, 0.0
0.273, 0.0
0.284, 0.0
0.295, 0.0
0.306, 0.0
0.317, 0.0
0.328, 0.0
0.339, 0.0
0.349, 0.0
0.36, 0.0
0.37, 0.0
0.38, 0.0
0.39, 0.0
0.401, 0.0
0.412, 0.0
0.423, 0.0
0.434, 0.0
0.445, 0.0
0.456, 0.0
0.467, 0.0
0.478, 0.0
0.489, 0.0
0.499, 0.0
0.51, 0.0
0.52, 0.0
0.53, 0.0
0.541, 0.0
0.552, 0.0
0.562, 0.0
0.573, 0.0
0.584, 0.0
0.595, 0.0
0.606, 0.0
0.617, 0.0
0.628, 0.0
0.638, 0.0
0.649, 0.0
0.659, 0.0
0.67, 0.0
0.681, 0.0
0.692, 0.0
0.703, 0.0
0.714, 0.0
0.725, 0.0
0.736, 0.0
0.746, 0.0
0.757, 0.0
0.768, 0.0
0.779, 0.0
0.79, 0.0
0.801, 0.0
0.812, 0.0
0.822, 0.0
0.833, 0.0
0.844, 0.0
0.855, 0.0
0.866, 0.0
0.877, 0.0
0.888, 0.0
0.899, 0.0
0.909, 0.0
0.919, 0.0
0.929, 0.0
0.94, 0.0
0.95, 0.0
0.96, 0.0
0.971, 0.0
0.982, 0.0
0.992, 0.0
1.002, 0.0
1.012, 0.0
1.023, 0.0
1.033, 0.0
1.044, 0.0
1.055, 0.0
1.065, 0.0
1.076, 0.0
1.086, 0.0
1.097, 0.0
1.108, 0.0
1.119, 0.0
1.129, 0.0
1.139, 0.0
1.15, 0.0
1.16, 0.0
1.17, 0.0
1.181, 0.0
1.192, 0.0
1.203, 0.0
1.214, 0.0
1.225, 0.0
1.236, 0.0
1.247, 0.0
1.258, 0.0
1.269, 0.0
1.279, 0.0
1.289, 0.0
1.3, 0.0
1.31, 0.0
1.321, 0.0
1.332, 0.0
1.343, 0.0
1.353, 0.0
1.354, 1.8
